reporting-organisation,iati-identifier,aid_project_title,activity_description,full_details,default-currency_for_amounts,total_commitments,total_disbursements,total_reimbursements,total_expenditure,total_incoming-funds,total_loan-repayment,total_interest-repayment,start-planned_iso-date,start-planned,start-actual_iso-date,start-actual,end-planned_iso-date,end-planned,end-actual_iso-date,end-actual,funding-organisations,extending-organisations,accountable-organisations,implementing-organisations,recipient-country_codes,recipient-countries,recipient-country_percentages,recipient-region_codes,recipient-regions,recipient-region_percentages,activity-website,activity-status_code,activity-status,collaboration-type_code,collaboration-type,conditions-attached,condition_types,conditions,sectors,sector_vocabularies,sector_codes,sector_percentages,policy-markers,policy-marker_vocabularies,policy-marker_significance,policy-marker_codes,contact-info_organisation,contact-info_person-name,contact-info_person-name,contact-info_email,contact-info_mailing-address,default-aid-type_code,default-aid-type,default-finance-type_code,default-finance-type,default-flow-type_code,default-flow-type,default-tied-status_code,default-tied-status,related-activities,related-activity_types,last-updated-datetime
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/404/002,10.1 - Prevention of Mother to Child Transmission of HIV (PMTCT) SCALE UP,"By the end of 2013, strategies for increasing access to standardized comprehensive Prevention of Mother to Child Transmission of HIV (PMTCT) services are implemented at
decentralized levels to reach the underserved as per national and state plans, which contributes to Hiv Prevention, Technical Excellence In Policy And Programmes, Treatment And Care Of Children Living With Hiv. UNICEF aims to achieve this through Advocacy And Public Engagement, Developing And Leveraging Resources And Partnerships, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:    By the end of 2013, at least 50% of HIV positive pregnant women receive ARVs (prophylaxis or treatment) for Prevention of Mother to Child Transmission of HIV (PMTCT) in 11 states
and FCT",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/404/002,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents",Infant and child HIV diagnosis (PITC) ; Country programme process (including UNDAF planning and CCA); STD control including HIV/AIDS; Administrative costs (non-sector allocable); Partnerships for the Goals; Good Health and Well-being,99; 99; 1; 1; 7; 7,21-06-01; 26-01-01; 13040; 91010; 17; 3,100.4; -.4; 100.4; -.4; -.4; 100.4,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/404 PCR10 - YJ404 - PREVENTION OF MTCT,1,2022-05-27T00:14:36-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/404/009,10.3- ADVOCACY COMMUNICATION FOR DEVT.,"By the end of 2013, women, children, families increasingly use quality comprehensive Prevention of Mother to Child Transmission of HIV (PMTCT) services., which contributes to Cross-Sectoral Communication For Development, Hiv Prevention, Treatment And Care Of Children Living With Hiv. UNICEF aims to achieve this through Advocacy And Public Engagement, Developing And Leveraging Resources And Partnerships, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:    By the end of 2013, at least 50% of HIV positive pregnant women receive ARVs (prophylaxis or treatment) for Prevention of Mother to Child Transmission of HIV (PMTCT) in 11 states
and FCT",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/404/009,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","PMTCT program support such as retention in care, family planning, infant feeding, infant medical male circumcision and community facility linkages; Infant and child HIV diagnosis (PITC) ; STD control including HIV/AIDS; Good Health and Well-being",99; 99; 1; 7,21-07-09; 21-06-01; 13040; 3,0; 100; 100; 100,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/404 PCR10 - YJ404 - PREVENTION OF MTCT,1,2022-05-27T00:14:37-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/406/001,12.1  - STANDARDISED SERVICE DELIVERY,"At least 40% of children and young people (10 â€“ 24 years) in and out of school have access to comprehensive knowledge, skills and
referral services by the end of 2013, which contributes to Hiv Prevention, Treatment And Care Of Children Living With Hiv. UNICEF aims to achieve this through Advocacy And Public Engagement, Evaluations, Research And Data, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:   PCR12  -  YJ404- By the end of 2013, at least 40% of children and young people aged 10-24  years in and out-of-school accessing
comprehensive knowledge, skills an d services to reduce their risk and vulnerability to HIV",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/406/001,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","Infant and child HIV diagnosis (PITC) ; HIV Prevention programs for adolescents including Key population such as condom programming, VMMC and PreP; STD control including HIV/AIDS; Good Health and Well-being",99; 99; 1; 7,21-06-01; 21-07-06; 13040; 3,100; 0; 100; 100,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/406 PCR12  -  YJ404- HIV PREVENTION YOUNG P,1,2022-05-27T00:14:37-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/608/002,17.2- SENTINEL SITES & DATABASE,"Key academic institutions and select MDAs, CSOs and other partners establish databases for sentinel sites and regularly monitor,
document and report on Communication for Development (C4D) initiatives, which contributes to Child Health, Cross-Sectoral Communication For Development. UNICEF aims to achieve this through Advocacy And Public Engagement, Evaluations, Research And Data, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:  Policies and resources are leveraged for improved behaviour and social change towards ensuring equity in the fulfilment of
children's rights at the national level, as well as in the UNDAF and HB states, by the end of 2013",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/608/002,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","Country programme process (including UNDAF planning and CCA); Malaria (diagnosis, care and treatment); HSS - public finance management for Health ; Multisector aid for basic social services; Good Health and Well-being; Malaria control; Administrative costs (non-sector allocable); Partnerships for the Goals",99; 99; 99; 1; 7; 1; 1; 7,26-01-01; 21-03-06; 21-03-12; 16050; 3; 12262; 91010; 17,68.7; 22.8; 8.5; 8.5; 31.3; 22.8; 68.7; 68.7,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/608 PCR17 - YY606 -LEVERAGE POLICIES & RESOU,1,2022-05-27T00:14:37-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/707/002,14.2 - CPIE,"14.2 - CPIE                             re able to prevent protection abuses and respond to children's protection  needs in
emergencies by 2013., which contributes to Prevention And Response Services For Violence Against Children, Technical Excellence In Policy And Programmes. UNICEF aims to achieve this through Developing And Leveraging Resources And Partnerships, Evaluations, Research And Data, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:   Programme Component Results (PCR) 14 - YS505  Social Norms             major harmful practices, abuse and exploitation by 2013.",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/707/002,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","HSS - Risk informed programming including climate resilience disaster and conflict ; Administrative data and Information Management System (IMS) including CPIMS+, GBVIMS+, MRMIMS+; Country programme process (including UNDAF planning and CCA); ECD data, evidence, and knowledge generation and dissemination ; Public health emergencies, including disease outbreaks; Social welfare workforce systems strengthening (accreditation, staffing and supervision); Social protection and welfare services policy, planning and administration; Public finance management (PFM); Administrative costs (non-sector allocable); Multi-hazard response preparedness; Public finance management (PFM); Material relief assistance and services; Good Health and Well-being; Peace, Justice and Strong Institutions; Partnerships for the Goals; Quality Education",99; 99; 99; 99; 99; 99; 1; 1; 1; 1; 1; 1; 7; 7; 7; 7,21-03-14; 23-01-07; 26-01-01; 21-08-04; 21-03-18; 23-01-05; 16011; 15261; 91010; 74020; 16011; 72010; 3; 16; 17; 4,19.3; 4.6; 2.7; 28.7; 44.6; 0; 28.7; 4.6; 2.7; 19.3; 28.7; 44.6; 63.9; 4.7; 2.7; 28.7,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/707 PCR 14 - YS505  SOCIAL NORMS,1,2022-05-27T00:14:38-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/708/009,INACTIVE:PCR2  - YH101- IMMUNIZATION SERVICES,"Inactive, which contributes to Immunization. UNICEF aims to achieve this through Systems Strengthening And Institution Building. This contributes to the following Country Programme result:   By end 2013, 80% of all children (boys and girls) under one year in selected High Burden (HB) States are fully immunized through
a system that guarantees sustainability and polio transmission is interrupted.",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/708/009,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents",MNTE supplementary immunization activities; Infectious disease control; Good Health and Well-being,99; 1; 7,21-01-03; 12250; 3,100; 100; 100,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/708 PCR2  - YH101- IMMUNIZATION SERVICES,1,2022-05-27T00:14:38-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/06/004/002,4.2 COMMUNITY SYSTEMS,"Output 4.2:   Community support systems are strengthened to promote timely uptake of an integrated package of HIV services by
pregnant women, their infants, partners and families, and by adolescents, which contributes to Fast-Track The End Of Hiv/Aids, Hiv Prevention, Treatment And Care Of Children Living With Hiv. UNICEF aims to achieve this through Advocacy And Communications, Advocacy And Public Engagement, Community Engagement, Social And Behaviour Change, Developing And Leveraging Resources And Partnerships, Evaluations, Research And Data, Fostering Innovation And Use Of New Technologies, Systems Strengthening And Institution Building, Systems Strengthening To Leave No One Behind. This contributes to the following Country Programme result:  OUTCOME 4:  Children, adolescents and women, particularly in high HIV-burden states have increased access to and use quality
services to prevent and treat HIV",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/06/004/002,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,2,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","HIV service access and quality improvement through system strengthening at facility and community levels; HIV Prevention programs for adolescents, including key populations; including for condom programming, VMMC, harm reduction, PreP and sexuality education; STD control including HIV/AIDS; Good Health and Well-being",99; 99; 1; 7,31-03-03; 31-03-08; 13040; 3,66.6; 33.4; 100; 100,,1,1,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/06/004 04 HIV/AIDS,1,2022-05-27T00:14:39-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/06/880/001,8.1 PROGRAMME COORDINATION,"Output 8.1 Programme Coordination - Deputy Representative: UNICEF staff and partners are provided guidance, tools and resources
to effectively design and manage programmes, which contributes to Technical Excellence In Policy And Programmes. UNICEF aims to achieve this through Advocacy And Public Engagement, Developing And Leveraging Resources And Partnerships, Systems Strengthening And Institution Building, Systems Strengthening To Leave No One Behind, United Nations Working Together. This contributes to the following Country Programme result: OUTCOME 8:   The Nigeria country programme is efficiently designed, coordinated, managed and supported to meet quality programming
standards in achieving results for children.",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/06/880/001,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,1,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents",CO programme coordination ; Administrative costs (non-sector allocable); Partnerships for the Goals,99; 1; 7,37-01-15; 91010; 17,100; 100; 100,,1,1,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/06/880 08 PROGRAMME EFFECTIVENESS,1,2022-05-27T00:14:39-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/05/003/002,13 ACCESS TO IMPROVED WATER SOURCES,"Focus states/ LGAs have increased capacity and deliver services to ensure children and women have sustained and equitable access to
improved water sources., which contributes to Sanitation, Wash â€“ General, Water, Water Supply. UNICEF aims to achieve this through Operational Support To Programme Delivery, Systems Strengthening And Institution Building. This contributes to the following Country Programme result: By 2017, vulnerable children and their families have equitable access to and use sustainable improved water sources, improved
sanitation facilities and practice safe hygiene.",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/05/003/002,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","Water supply - safety/quality/treatment (including household treatment and safe storage) ; Water supply - rural communities service delivery ; Sanitation - improving services in rural communities (except household water treatment and storage, moving up the ladder and strengthening sustainability); Water - climate resilience and environmental sustainability ; Water supply - sustainability checks ; Technical assistance - Water; Public finance management (PFM); Public finance management (PFM); Public finance management (PFM); Public finance management (PFM); Public finance management (PFM); Water Sanitation Hygiene; Clean Water and Sanitation; Water Sanitation Hygiene; Water Sanitation Hygiene; Water Sanitation Hygiene; Water Sanitation Hygiene",99; 99; 99; 99; 99; 99; 1; 1; 1; 1; 1; 10; 7; 10; 10; 10; 10,24-01-08; 24-01-06; 24-02-07; 24-01-02; 24-01-04; 24-01-99; 14031; 14010; 14021; 14020; 14030; 11; 6; 11; 11; 11; 11,4.2; 3.5; 44.8; 4.3; 39; 4.2; 3.5; 4.2; 43.3; 44.8; 4.2; 44.8; 100; 39; 4.3; 4.2; 3.5,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/05/003 03 WASH,1,2022-05-27T00:14:39-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/303/023,INACTIVE:PCR7 - YW303 -  IMPROVED ACCESS AND USE,"Inactive., which contributes to Water. UNICEF aims to achieve this through Systems Strengthening And Institution Building. This contributes to the following Country Programme result:  PCR7 - YW303  - 5 % increase in the  population including those in lowest wealth quintile use improved water sources",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/303/023,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","WASH - Enabling environment (policies/strategies, coordination, regulation, financing, planning-monitoring-review, sector capacity development and professionalization); Water supply - safety/quality/treatment (including household treatment and safe storage) ; Public finance management (PFM); Public finance management (PFM); Clean Water and Sanitation",99; 99; 1; 1; 7,24-01-01; 24-01-08; 14020; 14030; 6,53.7; 46.3; 53.7; 46.3; 100,,1,0,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/303 PCR7 - YW303 -  IMPROVED ACCESS AND USE,1,2022-05-27T00:14:40-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/404/021,10.5 PROGRAMME MGT. SUPPORT,"Sufficient resources are available for staff salaries, capacity development & learning, and travels for field visits and programme
monitoring (M), which contributes to Child Health, Hiv Prevention, Operations Support To Programme Delivery, Technical Excellence In Policy And Programmes, Treatment And Care Of Children Living With Hiv. UNICEF aims to achieve this through Operational Support To Programme Delivery, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:    By the end of 2013, at least 50% of HIV positive pregnant women receive ARVs (prophylaxis or treatment) for Prevention of Mother to Child Transmission of HIV (PMTCT) in 11 states
and FCT",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/404/021,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents",Infant and child HIV diagnosis (PITC) ; Technical assistance - Maternal and newborn health; Country programme process (including UNDAF planning and CCA); Health policy and administrative management; STD control including HIV/AIDS; Administrative costs (non-sector allocable); Good Health and Well-being; Partnerships for the Goals,99; 99; 99; 1; 1; 1; 7; 7,21-06-01; 21-01-99; 26-01-01; 12110; 13040; 91010; 3; 17,61.7; 4.7; 33.6; 4.7; 61.7; 33.6; 66.4; 33.6,,1,0,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/404 PCR10 - YJ404 - PREVENTION OF MTCT,1,2022-05-27T00:14:40-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/606/003,15.3 - SUPPORT TO GENDER POLICY,"FMWASD supported to coordinate implementation of the National Gender Policy & the Strategic Implementation Framework by end 2013, which contributes to Child Poverty / Public Finance For Children, Children In Urban Settings / Local Governance, Cross-Sectoral Monitoring, Data And Situation Analyses, Technical Excellence In Policy And Programmes. UNICEF aims to achieve this through Advocacy And Public Engagement, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:  Policies and resources are leveraged for improved behaviour and social change towards ensuring equity in the fulfilment of
children's rights at the national level, as well as in the UNDAF DaO and HB states, by the end of 2013",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/606/003,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","Child marriage - surveys (e.g. KAP, VACS), data analysis/research/evaluation evidence generation, synthesis, and use; Country programme process (including UNDAF planning and CCA); Urban/local policy, planning and budgeting; Policy dialogue and advocacy on decentralization coordination and implementation; Administrative costs (non-sector allocable); Public finance management (PFM); Public finance management (PFM); Public finance management (PFM); Clean Water and Sanitation; Peace, Justice and Strong Institutions; Partnerships for the Goals",99; 99; 99; 99; 1; 1; 1; 1; 7; 7; 7,23-02-04; 26-01-01; 24-04-02; 24-04-04; 91010; 15129; 15185; 16062; 6; 16; 17,-1.6; 34.6; 67.1; 0; 34.6; 67.1; 0; -1.6; 67.1; -1.6; 34.6,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/606 PCR15 - YY606 - SOCIAL POLICY,1,2022-05-27T00:14:41-04:00
